
ВРЕМЯ: 0

Результат в узлах (веса):
 ___________________________________________________________________ 
| № элемента     | x              | y              | z              | u*             | 
| 48             | -0.693443      | -0.503816      | 0              | 1.19188e-21    | 
| 49             | -1.61803       | -1.17557       | 0              | -3.24026e-21   | 
| 50             | -2.2248        | -1.61641       | 0              | -6.16177e-21   | 
| 51             | -4.04508       | -2.93893       | 0              | -7.18357e-21   | 
| 52             | -0.142857      | -0.247436      | 0              | 2.54261e-21    | 
| 53             | -0.428571      | -0.742307      | 0              | 1.34631e-21    | 
| 54             | -1             | -1.73205       | 0              | -3.26178e-21   | 
| 55             | -1.375         | -2.38157       | 0              | -6.65619e-21   | 
| 56             | -2.5           | -4.33013       | 0              | -7.82648e-21   | 
| 57             | -0.0298653     | -0.284149      | 0              | 2.61753e-21    | 
| 58             | -0.0895958     | -0.852447      | 0              | 1.6958e-21     | 
| 59             | -0.209057      | -1.98904       | 0              | -3.1509e-21    | 
| 60             | -0.287453      | -2.73494       | 0              | -7.33729e-21   | 
| 61             | -0.522642      | -4.97261       | 0              | -8.73526e-21   | 
| 62             | 0.0882906      | -0.27173       | 0              | 2.72729e-21    | 
| 63             | 0.264872       | -0.815191      | 0              | 2.32772e-21    | 
| 64             | 0.618034       | -1.90211       | 0              | -2.75302e-21   | 
| 65             | 0.849797       | -2.61541       | 0              | -8.04024e-21   | 
| 66             | 1.54508        | -4.75528       | 0              | -9.73391e-21   | 
| 67             | 0.19118        | -0.212327      | 0              | 2.84111e-21    | 
| 68             | 0.573541       | -0.636981      | 0              | 2.94803e-21    | 
| 69             | 1.33826        | -1.48629       | 0              | -2.19606e-21   | 
| 70             | 1.84011        | -2.04365       | 0              | -8.54448e-21   | 
| 71             | 3.34565        | -3.71572       | 0              | -1.05601e-20   | 
| 72             | 0.261013       | -0.11621       | 0              | 2.8417e-21     | 
| 73             | 0.783039       | -0.348631      | 0              | 2.3127e-21     | 
| 74             | 1.82709        | -0.813473      | 0              | -2.30091e-21   | 
| 75             | 2.51225        | -1.11853       | 0              | -8.77552e-21   | 
| 76             | 4.56773        | -2.03368       | 0              | -1.10439e-20   | 
| 77             | 0              | 0              | 2.5            | 9.29389e-05    | 
| 78             | 0.285714       | 0              | 2.5            | 8.71814e-05    | 
| 79             | 0.857143       | 0              | 2.5            | 1.28175e-05    | 
| 80             | 2              | 0              | 2.5            | 4.69642e-06    | 
| 81             | 2.75           | 0              | 2.5            | 2.47302e-07    | 
| 82             | 5              | 0              | 2.5            | -1.58778e-20   | 
| 83             | 0.261013       | 0.11621        | 2.5            | 8.72245e-05    | 
| 84             | 0.783039       | 0.348631       | 2.5            | 1.35189e-05    | 
| 85             | 1.82709        | 0.813473       | 2.5            | 4.75783e-06    | 
| 86             | 2.51225        | 1.11853        | 2.5            | 2.45471e-07    | 
| 87             | 4.56773        | 2.03368        | 2.5            | -1.5579e-20    | 
| 88             | 0.19118        | 0.212327       | 2.5            | 8.75412e-05    | 
| 89             | 0.573541       | 0.636981       | 2.5            | 1.37982e-05    | 
| 90             | 1.33826        | 1.48629        | 2.5            | 4.68896e-06    | 
| 91             | 1.84011        | 2.04365        | 2.5            | 2.35686e-07    | 
| 92             | 3.34565        | 3.71572        | 2.5            | -1.4839e-20    | 
| 93             | 0.0882906      | 0.27173        | 2.5            | 8.81582e-05    | 
| 94             | 0.264872       | 0.815191       | 2.5            | 1.30622e-05    | 
| 95             | 0.618034       | 1.90211        | 2.5            | 4.32331e-06    | 
| 96             | 0.849797       | 2.61541        | 2.5            | 2.15424e-07    | 
| 97             | 1.54508        | 4.75528        | 2.5            | -1.37864e-20   | 
| 98             | -0.0298653     | 0.284149       | 2.5            | 8.88977e-05    | 
| 99             | -0.0895958     | 0.852447       | 2.5            | 1.19871e-05    | 
| 100            | -0.209057      | 1.98904        | 2.5            | 3.843e-06      | 
| 101            | -0.287453      | 2.73494        | 2.5            | 1.90904e-07    | 
| 102            | -0.522642      | 4.97261        | 2.5            | -1.25155e-20   | 
| 103            | -0.142857      | 0.247436       | 2.5            | 8.95797e-05    | 
| 104            | -0.428571      | 0.742307       | 2.5            | 1.10667e-05    | 
| 105            | -1             | 1.73205        | 2.5            | 3.43651e-06    | 
| 106            | -1.375         | 2.38157        | 2.5            | 1.69719e-07    | 
| 107            | -2.5           | 4.33013        | 2.5            | -1.12919e-20   | 
| 108            | -0.231148      | 0.167939       | 2.5            | 9.0086e-05     | 
| 109            | -0.693443      | 0.503816       | 2.5            | 1.04593e-05    | 
| 110            | -1.61803       | 1.17557        | 2.5            | 3.16985e-06    | 
| 111            | -2.2248        | 1.61641        | 2.5            | 1.55438e-07    | 
| 112            | -4.04508       | 2.93893        | 2.5            | -1.03846e-20   | 
| 113            | -0.279471      | 0.0594033      | 2.5            | 9.03526e-05    | 
| 114            | -0.838412      | 0.17821        | 2.5            | 1.01682e-05    | 
| 115            | -1.9563        | 0.415823       | 2.5            | 3.04248e-06    | 
| 116            | -2.68991       | 0.571757       | 2.5            | 1.48497e-07    | 
| 117            | -4.89074       | 1.03956        | 2.5            | -9.91784e-21   | 
| 118            | -0.279471      | -0.0594033     | 2.5            | 9.03526e-05    | 
| 119            | -0.838412      | -0.17821       | 2.5            | 1.01682e-05    | 
| 120            | -1.9563        | -0.415823      | 2.5            | 3.04248e-06    | 
| 121            | -2.68991       | -0.571757      | 2.5            | 1.48497e-07    | 
| 122            | -4.89074       | -1.03956       | 2.5            | -9.91784e-21   | 
| 123            | -0.231148      | -0.167939      | 2.5            | 9.0086e-05     | 
| 124            | -0.693443      | -0.503816      | 2.5            | 1.04593e-05    | 
| 125            | -1.61803       | -1.17557       | 2.5            | 3.16985e-06    | 
| 126            | -2.2248        | -1.61641       | 2.5            | 1.55438e-07    | 
| 127            | -4.04508       | -2.93893       | 2.5            | -1.03846e-20   | 
| 128            | -0.142857      | -0.247436      | 2.5            | 8.95797e-05    | 
| 129            | -0.428571      | -0.742307      | 2.5            | 1.10667e-05    | 
| 130            | -1             | -1.73205       | 2.5            | 3.43651e-06    | 
| 131            | -1.375         | -2.38157       | 2.5            | 1.69719e-07    | 
| 132            | -2.5           | -4.33013       | 2.5            | -1.12919e-20   | 
| 133            | -0.0298653     | -0.284149      | 2.5            | 8.88977e-05    | 
| 134            | -0.0895958     | -0.852447      | 2.5            | 1.19871e-05    | 
| 135            | -0.209057      | -1.98904       | 2.5            | 3.843e-06      | 
| 136            | -0.287453      | -2.73494       | 2.5            | 1.90904e-07    | 
| 137            | -0.522642      | -4.97261       | 2.5            | -1.25155e-20   | 
| 138            | 0.0882906      | -0.27173       | 2.5            | 8.81582e-05    | 
| 139            | 0.264872       | -0.815191      | 2.5            | 1.30622e-05    | 
| 140            | 0.618034       | -1.90211       | 2.5            | 4.32331e-06    | 
| 141            | 0.849797       | -2.61541       | 2.5            | 2.15424e-07    | 
| 142            | 1.54508        | -4.75528       | 2.5            | -1.37864e-20   | 
| 143            | 0.19118        | -0.212327      | 2.5            | 8.75412e-05    | 
| 144            | 0.573541       | -0.636981      | 2.5            | 1.37982e-05    | 
| 145            | 1.33826        | -1.48629       | 2.5            | 4.68896e-06    | 
| 146            | 1.84011        | -2.04365       | 2.5            | 2.35686e-07    | 
| 147            | 3.34565        | -3.71572       | 2.5            | -1.4839e-20    | 
| 148            | 0.261013       | -0.11621       | 2.5            | 8.72245e-05    | 
| 149            | 0.783039       | -0.348631      | 2.5            | 1.35189e-05    | 
| 150            | 1.82709        | -0.813473      | 2.5            | 4.75783e-06    | 
| 151            | 2.51225        | -1.11853       | 2.5            | 2.45471e-07    | 
| 152            | 4.56773        | -2.03368       | 2.5            | -1.5579e-20    | 
| 153            | 0              | 0              | 5              | -2.97612e-21   | 
| 154            | 0.285714       | 0              | 5              | 2.73644e-21    | 
| 155            | 0.857143       | 0              | 5              | 7.95289e-22    | 
| 156            | 2              | 0              | 5              | -2.99844e-21   | 
| 157            | 2.75           | 0              | 5              | -8.83433e-21   | 
| 158            | 5              | 0              | 5              | -1.11932e-20   | 
| 159            | 0.261013       | 0.11621        | 5              | 2.8417e-21     | 
| 160            | 0.783039       | 0.348631       | 5              | 2.3127e-21     | 
